SPEC,year,month,n
SPTO,2002,06,7
SPTO,2002,07,35
SPTO,2002,08,11
SPTO,2002,09,7
SPTO,2002,10,13
SPTO,2002,12,1
SPTO,2003,01,2
SPTO,2003,02,5
SPTO,2003,03,1
SPTO,2003,04,6
SPTO,2003,05,8
SPTO,2003,06,12
SPTO,2003,07,20
SPTO,2003,08,8
SPTO,2003,09,14
SPTO,2003,10,6
SPTO,2003,11,6
SPTO,2003,12,3
SPTO,2004,01,4
SPTO,2004,03,2
SPTO,2004,04,2
SPTO,2004,05,5
SPTO,2004,06,14
SPTO,2004,07,26
SPTO,2004,08,4
SPTO,2004,09,15
SPTO,2004,10,7
SPTO,2004,11,3
SPTO,2004,12,6
SPTO,2005,01,4
SPTO,2005,02,9
SPTO,2005,03,3
SPTO,2005,04,5
SPTO,2005,05,9
SPTO,2005,06,11
SPTO,2005,07,6
SPTO,2005,08,5
SPTO,2005,09,9
SPTO,2005,10,5
SPTO,2005,11,2
SPTO,2005,12,1
SPTO,2006,01,5
SPTO,2006,02,2
SPTO,2006,03,2
SPTO,2006,04,3
SPTO,2006,05,1
SPTO,2006,06,7
SPTO,2006,07,11
SPTO,2006,08,4
SPTO,2006,09,3
SPTO,2006,10,4
SPTO,2006,11,7
SPTO,2006,12,2
SPTO,2007,01,3
SPTO,2007,03,2
SPTO,2007,04,4
SPTO,2007,05,5
SPTO,2007,06,8
SPTO,2007,07,35
SPTO,2007,08,8
SPTO,2007,09,8
SPTO,2007,10,7
SPTO,2007,11,1
SPTO,2007,12,5
SPTO,2008,01,3
SPTO,2008,02,4
SPTO,2008,04,3
SPTO,2008,05,7
SPTO,2008,06,9
SPTO,2008,07,15
SPTO,2008,08,6
SPTO,2008,09,6
SPTO,2008,10,3
SPTO,2008,11,4
SPTO,2008,12,5
SPTO,2009,01,4
SPTO,2009,02,1
SPTO,2009,03,3
SPTO,2009,04,1
SPTO,2009,05,4
SPTO,2009,06,14
SPTO,2009,07,28
SPTO,2009,08,18
SPTO,2009,09,7
SPTO,2009,10,6
SPTO,2009,11,10
SPTO,2009,12,11
SPTO,2010,01,2
SPTO,2010,02,2
SPTO,2010,03,1
SPTO,2010,04,2
SPTO,2010,05,2
SPTO,2010,06,2
SPTO,2010,07,19
SPTO,2010,08,7
SPTO,2010,09,7
SPTO,2010,10,6
SPTO,2010,11,7
SPTO,2010,12,4
SPTO,2011,01,7
SPTO,2011,02,2
SPTO,2011,03,1
SPTO,2011,04,2
SPTO,2011,05,4
SPTO,2011,06,8
SPTO,2011,07,4
SPTO,2011,08,4
SPTO,2011,09,3
SPTO,2011,10,3
SPTO,2011,11,4
SPTO,2011,12,1
SPTO,2012,01,2
SPTO,2012,02,2
SPTO,2012,03,2
SPTO,2012,04,5
SPTO,2012,05,6
SPTO,2012,06,10
SPTO,2012,07,19
SPTO,2012,08,4
SPTO,2012,09,5
SPTO,2012,10,4
SPTO,2012,11,6
SPTO,2012,12,2
SPTO,2013,01,3
SPTO,2013,02,1
SPTO,2013,03,2
SPTO,2013,04,3
SPTO,2013,05,1
SPTO,2013,06,15
SPTO,2013,07,14
SPTO,2013,08,4
SPTO,2013,09,7
SPTO,2013,10,5
SPTO,2013,11,2
SPTO,2013,12,2
SPTO,2014,01,4
SPTO,2014,03,6
SPTO,2014,04,2
SPTO,2014,05,4
SPTO,2014,06,21
SPTO,2014,07,23
SPTO,2014,08,5
SPTO,2014,09,7
SPTO,2014,10,8
SPTO,2014,11,2
SPTO,2014,12,7
SPTO,2015,01,1
SPTO,2015,03,4
SPTO,2015,04,3
SPTO,2015,05,5
SPTO,2015,06,6
SPTO,2015,07,5
SPTO,2015,08,4
SPTO,2015,09,4
SPTO,2015,10,9
SPTO,2015,11,3
SPTO,2015,12,5
SPTO,2016,02,1
SPTO,2016,03,1
SPTO,2016,04,3
SPTO,2016,05,2
SPTO,2016,06,6
SPTO,2016,07,2
SPTO,2016,08,2
SPTO,2016,09,6
SPTO,2016,10,6
SPTO,2016,11,6
SPTO,2016,12,1
SPTO,2017,01,4
SPTO,2017,03,2
SPTO,2017,04,2
SPTO,2017,05,4
SPTO,2017,06,9
SPTO,2017,07,6
SPTO,2017,08,10
SPTO,2017,09,12
SPTO,2017,10,12
SPTO,2017,11,3
SPTO,2017,12,8
SPTO,2018,01,2
SPTO,2018,02,1
SPTO,2018,03,1
SPTO,2018,04,2
SPTO,2018,05,6
SPTO,2018,06,10
SPTO,2018,07,10
SPTO,2018,08,2
SPTO,2018,10,6
SPTO,2018,11,4
SPTO,2018,12,1
SPTO,2019,01,2
SPTO,2019,02,1
SPTO,2019,03,3
SPTO,2019,04,3
SPTO,2019,05,7
SPTO,2019,06,8
SPTO,2019,07,7
SPTO,2019,08,3
SPTO,2019,09,6
SPTO,2019,10,16
SPTO,2019,11,14
SPTO,2019,12,5
SPTO,2020,01,7
SPTO,2020,02,2
SPTO,2020,03,2
SPTO,2020,04,7
SPTO,2020,05,3
SPTO,2020,06,5
SPTO,2020,07,13
SPTO,2020,08,1
SPTO,2020,09,10
SPTO,2020,10,4
SPTO,2020,11,4
SPTO,2021,01,1
SPTO,2021,02,4
SPTO,2021,03,3
SPTO,2021,04,5
SPTO,2021,05,8
SPTO,2021,06,4
SPTO,2021,07,14
SPTO,2021,08,8
SPTO,2021,09,3
SPTO,2021,10,1
SPTO,2021,11,2
SPTO,2021,12,5
SPTO,2022,01,3
SPTO,2022,02,2
SPTO,2022,03,2
SPTO,2022,05,6
SPTO,2022,06,4
SPTO,2022,07,5
SPTO,2022,09,7
SPTO,2022,10,4
SPTO,2022,12,3
SPTO,2023,01,1
SPTO,2023,03,1
SPTO,2023,05,3
SPTO,2023,06,3
SPTO,2023,07,3
SPTO,2023,08,2
SPTO,2023,09,1
SPTO,2023,10,2
SPTO,2023,11,2
SPTO,2023,12,2
SPTO,2024,01,1
SPTO,2024,05,2
SPTO,2024,06,7
SPTO,2024,07,2
SPTO,2024,08,2
SPTO,2024,09,4
SPTO,2024,10,7
SPTO,2024,11,2
SPTO,2025,01,3
SPTO,2025,02,3
SPTO,2025,03,5
SPTO,2025,05,5
SPTO,2025,06,8
SPTO,2025,07,6
SPTO,2025,08,6
SPTO,2025,10,1
SPTO,2025,11,1
SPTO,2025,12,3
SSHA,1979,03,1
SSHA,1979,10,4
SSHA,1979,11,1
SSHA,1980,02,1
SSHA,1980,08,1
SSHA,1980,10,2
SSHA,1980,11,1
SSHA,1981,01,2
SSHA,1981,03,2
SSHA,1981,04,1
SSHA,1981,09,1
SSHA,1981,10,4
SSHA,1981,11,3
SSHA,1981,12,1
SSHA,1982,01,1
SSHA,1982,10,2
SSHA,1982,11,2
SSHA,1983,01,1
SSHA,1983,09,1
SSHA,1983,10,2
SSHA,1983,11,1
SSHA,1983,12,1
SSHA,1984,01,1
SSHA,1984,02,1
SSHA,1984,04,1
SSHA,1984,10,7
SSHA,1984,11,3
SSHA,1984,12,1
SSHA,1985,01,2
SSHA,1985,04,1
SSHA,1985,08,1
SSHA,1985,09,1
SSHA,1985,10,2
SSHA,1985,11,5
SSHA,1986,03,1
SSHA,1986,09,3
SSHA,1986,10,4
SSHA,1987,03,1
SSHA,1987,04,1
SSHA,1987,08,3
SSHA,1987,09,5
SSHA,1987,10,3
SSHA,1987,11,2
SSHA,1987,12,3
SSHA,1988,01,2
SSHA,1988,02,3
SSHA,1988,03,2
SSHA,1988,08,1
SSHA,1988,09,3
SSHA,1988,10,3
SSHA,1988,12,2
SSHA,1989,02,1
SSHA,1989,03,1
SSHA,1989,10,4
SSHA,1989,11,4
SSHA,1990,02,1
SSHA,1990,03,1
SSHA,1990,09,3
SSHA,1990,10,5
SSHA,1990,11,4
SSHA,1990,12,2
SSHA,1991,02,1
SSHA,1991,03,2
SSHA,1991,08,1
SSHA,1991,09,3
SSHA,1991,10,2
SSHA,1991,11,1
SSHA,1992,02,4
SSHA,1992,09,2
SSHA,1992,10,3
SSHA,1992,11,3
SSHA,1992,12,1
SSHA,1993,01,1
SSHA,1993,02,1
SSHA,1993,07,1
SSHA,1993,09,1
SSHA,1993,10,8
SSHA,1993,11,2
SSHA,1993,12,1
SSHA,1994,03,1
SSHA,1994,08,1
SSHA,1994,09,2
SSHA,1994,10,4
SSHA,1994,11,2
SSHA,1994,12,2
SSHA,1995,01,2
SSHA,1995,02,2
SSHA,1995,04,3
SSHA,1995,07,1
SSHA,1995,10,5
SSHA,1995,11,4
SSHA,1996,02,1
SSHA,1996,03,1
SSHA,1996,05,1
SSHA,1996,08,1
SSHA,1996,09,2
SSHA,1996,10,7
SSHA,1996,11,2
SSHA,1996,12,3
SSHA,1997,01,3
SSHA,1997,02,1
SSHA,1997,03,2
SSHA,1997,07,2
SSHA,1997,08,2
SSHA,1997,09,5
SSHA,1997,10,9
SSHA,1997,11,2
SSHA,1998,06,1
SSHA,1998,09,5
SSHA,1998,10,4
SSHA,1998,11,3
SSHA,1998,12,3
SSHA,1999,01,6
SSHA,1999,02,1
SSHA,1999,03,2
SSHA,1999,08,1
SSHA,1999,09,1
SSHA,1999,10,7
SSHA,1999,11,7
SSHA,1999,12,2
SSHA,2000,02,1
SSHA,2000,04,1
SSHA,2000,05,2
SSHA,2000,07,1
SSHA,2000,09,9
SSHA,2000,10,2
SSHA,2000,11,5
SSHA,2001,03,3
SSHA,2001,04,1
SSHA,2001,07,1
SSHA,2001,08,1
SSHA,2001,09,3
SSHA,2001,10,5
SSHA,2001,11,5
SSHA,2001,12,2
SSHA,2002,01,3
SSHA,2002,02,1
SSHA,2002,04,1
SSHA,2002,08,1
SSHA,2002,09,4
SSHA,2002,10,9
SSHA,2002,11,11
SSHA,2002,12,1
SSHA,2003,01,1
SSHA,2003,03,1
SSHA,2003,04,1
SSHA,2003,08,2
SSHA,2003,09,4
SSHA,2003,10,4
SSHA,2003,11,4
SSHA,2003,12,2
SSHA,2004,01,1
SSHA,2004,02,1
SSHA,2004,03,2
SSHA,2004,05,3
SSHA,2004,07,1
SSHA,2004,08,2
SSHA,2004,09,4
SSHA,2004,10,6
SSHA,2004,11,9
SSHA,2004,12,2
SSHA,2005,01,1
SSHA,2005,04,1
SSHA,2005,07,1
SSHA,2005,08,1
SSHA,2005,09,5
SSHA,2005,10,7
SSHA,2005,11,3
SSHA,2005,12,2
SSHA,2006,02,1
SSHA,2006,03,1
SSHA,2006,04,2
SSHA,2006,05,1
SSHA,2006,08,1
SSHA,2006,09,3
SSHA,2006,10,8
SSHA,2006,11,1
SSHA,2006,12,6
SSHA,2007,01,5
SSHA,2007,02,2
SSHA,2007,03,3
SSHA,2007,04,2
SSHA,2007,05,1
SSHA,2007,06,1
SSHA,2007,07,1
SSHA,2007,08,2
SSHA,2007,09,3
SSHA,2007,10,3
SSHA,2007,11,10
SSHA,2007,12,3
SSHA,2008,01,1
SSHA,2008,02,2
SSHA,2008,03,3
SSHA,2008,07,1
SSHA,2008,10,4
SSHA,2008,11,6
SSHA,2008,12,5
SSHA,2009,01,2
SSHA,2009,03,2
SSHA,2009,04,1
SSHA,2009,05,1
SSHA,2009,08,1
SSHA,2009,09,4
SSHA,2009,10,2
SSHA,2009,11,7
SSHA,2010,01,3
SSHA,2010,02,2
SSHA,2010,08,1
SSHA,2010,09,3
SSHA,2010,10,3
SSHA,2011,01,2
SSHA,2011,02,1
SSHA,2011,03,1
SSHA,2011,05,1
SSHA,2011,07,1
SSHA,2011,09,2
SSHA,2011,10,4
SSHA,2011,11,1
SSHA,2011,12,3
SSHA,2012,03,1
SSHA,2012,09,1
SSHA,2012,10,3
SSHA,2012,11,5
SSHA,2012,12,2
SSHA,2013,01,5
SSHA,2013,03,2
SSHA,2013,04,1
SSHA,2013,07,1
SSHA,2013,08,1
SSHA,2013,09,1
SSHA,2013,10,8
SSHA,2013,11,7
SSHA,2013,12,3
SSHA,2014,01,1
SSHA,2014,02,1
SSHA,2014,03,1
SSHA,2014,04,1
SSHA,2014,05,2
SSHA,2014,09,1
SSHA,2014,10,5
SSHA,2014,11,2
SSHA,2014,12,4
SSHA,2015,01,5
SSHA,2015,02,1
SSHA,2015,05,1
SSHA,2015,08,1
SSHA,2015,09,5
SSHA,2015,10,2
SSHA,2015,11,6
SSHA,2015,12,5
SSHA,2016,01,3
SSHA,2016,03,1
SSHA,2016,09,1
SSHA,2016,10,6
SSHA,2016,11,3
SSHA,2017,01,1
SSHA,2017,02,1
SSHA,2017,05,1
SSHA,2017,08,1
SSHA,2017,09,2
SSHA,2017,10,3
SSHA,2017,11,4
SSHA,2018,06,2
SSHA,2018,08,1
SSHA,2018,09,1
SSHA,2018,10,9
SSHA,2018,12,1
SSHA,2019,01,2
SSHA,2019,10,4
SSHA,2019,11,8
SSHA,2019,12,2
SSHA,2020,01,1
SSHA,2020,07,1
SSHA,2020,08,1
SSHA,2020,09,2
SSHA,2020,10,2
SSHA,2020,11,7
SSHA,2020,12,6
SSHA,2021,01,4
SSHA,2021,02,1
SSHA,2021,04,2
SSHA,2021,09,1
SSHA,2021,10,2
SSHA,2021,11,2
SSHA,2021,12,1
SSHA,2022,02,1
SSHA,2022,03,3
SSHA,2022,05,2
SSHA,2022,07,2
SSHA,2022,08,1
SSHA,2022,09,1
SSHA,2022,10,8
SSHA,2022,11,4
SSHA,2022,12,3
SSHA,2023,01,1
SSHA,2023,02,1
SSHA,2023,04,2
SSHA,2023,05,1
SSHA,2023,07,1
SSHA,2023,08,1
SSHA,2023,09,2
SSHA,2023,10,3
SSHA,2023,11,1
SSHA,2023,12,1
SSHA,2024,06,1
SSHA,2024,07,1
SSHA,2024,09,2
SSHA,2024,10,2
SSHA,2024,11,2
SSHA,2024,12,1
SSHA,2025,05,1
SSHA,2025,10,2
SSHA,2025,11,1
STJA,1979,05,5
STJA,1979,07,6
STJA,1979,08,1
STJA,1979,10,1
STJA,1979,11,1
STJA,1980,02,1
STJA,1980,03,1
STJA,1980,04,3
STJA,1980,05,2
STJA,1980,06,3
STJA,1980,07,2
STJA,1980,09,3
STJA,1980,10,7
STJA,1980,11,1
STJA,1981,03,4
STJA,1981,07,2
STJA,1981,08,2
STJA,1981,09,2
STJA,1981,10,2
STJA,1982,01,1
STJA,1982,04,5
STJA,1982,05,6
STJA,1982,06,5
STJA,1982,07,12
STJA,1982,08,4
STJA,1982,09,1
STJA,1982,10,2
STJA,1983,03,2
STJA,1983,04,2
STJA,1983,05,2
STJA,1983,10,1
STJA,1983,11,1
STJA,1984,07,5
STJA,1985,05,1
STJA,1985,06,3
STJA,1985,07,1
STJA,1985,08,2
STJA,1985,10,5
STJA,1985,11,2
STJA,1986,04,2
STJA,1986,05,1
STJA,1986,06,3
STJA,1986,07,10
STJA,1986,08,2
STJA,1986,09,1
STJA,1987,04,1
STJA,1987,05,2
STJA,1987,06,1
STJA,1987,07,3
STJA,1987,08,2
STJA,1987,09,3
STJA,1987,10,2
STJA,1988,01,2
STJA,1988,04,4
STJA,1988,05,1
STJA,1988,06,1
STJA,1988,07,2
STJA,1988,08,1
STJA,1988,09,3
STJA,1988,11,1
STJA,1989,02,1
STJA,1989,03,2
STJA,1989,04,3
STJA,1989,05,1
STJA,1989,06,1
STJA,1989,07,17
STJA,1989,08,3
STJA,1989,09,1
STJA,1989,10,5
STJA,1990,04,1
STJA,1990,05,2
STJA,1990,07,4
STJA,1990,08,2
STJA,1990,09,2
STJA,1990,10,4
STJA,1990,11,2
STJA,1990,12,1
STJA,1991,03,1
STJA,1991,04,3
STJA,1991,05,3
STJA,1991,06,1
STJA,1991,07,3
STJA,1991,08,3
STJA,1991,09,4
STJA,1991,10,2
STJA,1991,11,1
STJA,1992,02,1
STJA,1992,04,1
STJA,1992,05,4
STJA,1992,06,3
STJA,1992,07,10
STJA,1992,08,1
STJA,1992,09,3
STJA,1992,10,3
STJA,1992,12,1
STJA,1993,04,1
STJA,1993,06,5
STJA,1993,07,13
STJA,1993,09,1
STJA,1993,10,3
STJA,1994,05,3
STJA,1994,06,3
STJA,1994,08,2
STJA,1994,09,5
STJA,1994,10,2
STJA,1995,03,1
STJA,1995,04,3
STJA,1995,06,8
STJA,1995,07,1
STJA,1995,08,1
STJA,1995,09,3
STJA,1995,10,7
STJA,1995,11,1
STJA,1996,06,2
STJA,1996,07,3
STJA,1996,09,1
STJA,1996,10,2
STJA,1997,04,1
STJA,1997,05,1
STJA,1997,06,1
STJA,1997,07,5
STJA,1997,09,1
STJA,1997,12,1
STJA,1998,02,1
STJA,1998,04,1
STJA,1998,05,3
STJA,1998,06,1
STJA,1998,07,3
STJA,1998,09,1
STJA,1998,10,2
STJA,1999,02,1
STJA,1999,04,1
STJA,1999,05,3
STJA,1999,06,1
STJA,1999,07,1
STJA,1999,09,1
STJA,1999,11,1
STJA,2000,01,1
STJA,2000,04,1
STJA,2000,05,2
STJA,2000,06,3
STJA,2000,07,12
STJA,2000,08,1
STJA,2000,09,1
STJA,2000,10,4
STJA,2000,11,3
STJA,2001,02,1
STJA,2001,03,1
STJA,2001,04,2
STJA,2001,05,3
STJA,2001,06,2
STJA,2001,07,8
STJA,2001,08,2
STJA,2001,10,2
STJA,2001,12,1
STJA,2002,04,1
STJA,2002,05,2
STJA,2002,06,3
STJA,2002,07,12
STJA,2002,08,3
STJA,2002,09,4
STJA,2002,10,5
STJA,2002,12,1
STJA,2003,03,1
STJA,2003,04,3
STJA,2003,06,6
STJA,2003,07,4
STJA,2004,05,1
STJA,2004,06,4
STJA,2004,07,8
STJA,2004,09,1
STJA,2004,10,2
STJA,2005,01,3
STJA,2005,02,1
STJA,2005,05,7
STJA,2005,06,6
STJA,2005,07,5
STJA,2005,08,3
STJA,2005,09,3
STJA,2005,10,1
STJA,2006,04,1
STJA,2006,05,7
STJA,2006,07,2
STJA,2006,09,1
STJA,2007,01,1
STJA,2007,04,5
STJA,2007,05,2
STJA,2007,06,2
STJA,2007,07,7
STJA,2007,09,3
STJA,2007,10,2
STJA,2007,12,2
STJA,2008,01,1
STJA,2008,02,2
STJA,2008,04,1
STJA,2008,05,2
STJA,2008,06,5
STJA,2008,07,1
STJA,2008,08,2
STJA,2008,09,6
STJA,2008,10,2
STJA,2008,11,1
STJA,2008,12,2
STJA,2009,01,1
STJA,2009,04,4
STJA,2009,05,10
STJA,2009,06,4
STJA,2009,07,3
STJA,2009,08,4
STJA,2009,09,7
STJA,2009,10,2
STJA,2009,11,1
STJA,2010,05,5
STJA,2010,06,5
STJA,2010,07,5
STJA,2010,08,2
STJA,2010,09,2
STJA,2010,10,1
STJA,2010,12,2
STJA,2011,01,2
STJA,2011,05,3
STJA,2011,06,4
STJA,2011,07,3
STJA,2011,08,8
STJA,2011,09,3
STJA,2011,10,1
STJA,2011,11,1
STJA,2011,12,2
STJA,2012,04,1
STJA,2012,05,1
STJA,2012,06,3
STJA,2012,07,8
STJA,2012,08,8
STJA,2012,09,1
STJA,2012,10,1
STJA,2012,11,1
STJA,2012,12,2
STJA,2013,01,5
STJA,2013,05,2
STJA,2013,06,6
STJA,2013,07,7
STJA,2013,08,1
STJA,2013,09,1
STJA,2013,10,2
STJA,2013,12,1
STJA,2014,02,1
STJA,2014,05,3
STJA,2014,06,5
STJA,2014,07,6
STJA,2014,08,4
STJA,2014,09,4
STJA,2014,10,1
STJA,2014,11,2
STJA,2015,03,3
STJA,2015,04,1
STJA,2015,05,2
STJA,2015,08,4
STJA,2015,09,3
STJA,2015,11,1
STJA,2016,05,4
STJA,2016,06,3
STJA,2016,07,16
STJA,2016,10,1
STJA,2016,11,1
STJA,2016,12,1
STJA,2017,05,2
STJA,2017,07,4
STJA,2017,09,2
STJA,2017,10,8
STJA,2017,11,2
STJA,2018,03,1
STJA,2018,04,1
STJA,2018,05,1
STJA,2018,06,1
STJA,2018,07,4
STJA,2018,08,3
STJA,2018,12,1
STJA,2019,01,2
STJA,2019,04,1
STJA,2019,05,1
STJA,2019,06,1
STJA,2019,07,3
STJA,2019,08,2
STJA,2019,09,2
STJA,2019,11,2
STJA,2019,12,1
STJA,2020,02,1
STJA,2020,04,3
STJA,2020,05,6
STJA,2020,06,1
STJA,2020,07,3
STJA,2020,10,2
STJA,2020,11,3
STJA,2020,12,1
STJA,2021,01,1
STJA,2021,05,4
STJA,2021,06,2
STJA,2021,07,6
STJA,2021,08,3
STJA,2021,10,2
STJA,2021,11,2
STJA,2021,12,1
STJA,2022,05,5
STJA,2022,06,5
STJA,2022,07,1
STJA,2022,09,1
STJA,2022,10,4
STJA,2023,04,2
STJA,2023,05,7
STJA,2023,06,2
STJA,2023,07,3
STJA,2023,08,3
STJA,2024,04,1
STJA,2024,05,1
STJA,2024,06,1
STJA,2024,07,1
STJA,2024,10,1
STJA,2024,12,1
STJA,2025,02,4
STJA,2025,03,1
STJA,2025,04,1
STJA,2025,05,5
STJA,2025,07,3
STJA,2025,08,1
SUTA,1993,11,1
SWSP,1991,10,1
SWSP,1995,10,2
SWSP,1995,11,3
SWSP,1995,12,1
SWSP,1996,10,1
SWSP,1996,11,1
SWSP,2015,10,1
SWTH,1979,04,1
SWTH,1979,05,25
SWTH,1979,06,21
SWTH,1979,07,50
SWTH,1979,08,20
SWTH,1979,09,15
SWTH,1979,10,5
SWTH,1980,04,8
SWTH,1980,05,34
SWTH,1980,06,21
SWTH,1980,07,39
SWTH,1980,08,19
SWTH,1980,09,13
SWTH,1980,10,1
SWTH,1981,04,6
SWTH,1981,05,33
SWTH,1981,06,43
SWTH,1981,07,105
SWTH,1981,08,37
SWTH,1981,09,28
SWTH,1981,10,4
SWTH,1982,04,6
SWTH,1982,05,101
SWTH,1982,06,85
SWTH,1982,07,62
SWTH,1982,08,11
SWTH,1982,09,11
SWTH,1982,10,5
SWTH,1983,04,3
SWTH,1983,05,39
SWTH,1983,06,25
SWTH,1983,07,43
SWTH,1983,08,11
SWTH,1983,09,26
SWTH,1983,10,6
SWTH,1984,05,25
SWTH,1984,06,18
SWTH,1984,07,31
SWTH,1984,08,55
SWTH,1984,09,37
SWTH,1984,10,2
SWTH,1985,04,1
SWTH,1985,05,59
SWTH,1985,06,41
SWTH,1985,07,63
SWTH,1985,08,25
SWTH,1985,09,42
SWTH,1985,10,3
SWTH,1986,04,1
SWTH,1986,05,53
SWTH,1986,06,53
SWTH,1986,07,22
SWTH,1986,08,6
SWTH,1986,09,14
SWTH,1986,10,10
SWTH,1987,04,2
SWTH,1987,05,20
SWTH,1987,06,19
SWTH,1987,07,45
SWTH,1987,08,19
SWTH,1987,09,34
SWTH,1987,10,2
SWTH,1988,04,2
SWTH,1988,05,37
SWTH,1988,06,28
SWTH,1988,07,22
SWTH,1988,08,31
SWTH,1988,09,28
SWTH,1988,10,2
SWTH,1989,04,2
SWTH,1989,05,58
SWTH,1989,06,32
SWTH,1989,07,22
SWTH,1989,08,11
SWTH,1989,09,16
SWTH,1990,05,46
SWTH,1990,06,14
SWTH,1990,07,46
SWTH,1990,08,17
SWTH,1990,09,35
SWTH,1990,10,2
SWTH,1991,05,42
SWTH,1991,06,13
SWTH,1991,07,53
SWTH,1991,08,29
SWTH,1991,09,12
SWTH,1991,10,6
SWTH,1991,12,1
SWTH,1992,04,1
SWTH,1992,05,24
SWTH,1992,06,30
SWTH,1992,07,28
SWTH,1992,08,34
SWTH,1992,09,19
SWTH,1992,10,10
SWTH,1993,05,12
SWTH,1993,06,35
SWTH,1993,07,47
SWTH,1993,08,12
SWTH,1993,09,32
SWTH,1993,10,7
SWTH,1994,04,2
SWTH,1994,05,12
SWTH,1994,06,25
SWTH,1994,07,87
SWTH,1994,08,24
SWTH,1994,09,21
SWTH,1994,10,3
SWTH,1995,04,2
SWTH,1995,05,48
SWTH,1995,06,39
SWTH,1995,07,42
SWTH,1995,08,10
SWTH,1995,09,29
SWTH,1995,11,1
SWTH,1996,05,16
SWTH,1996,06,23
SWTH,1996,07,45
SWTH,1996,08,34
SWTH,1996,09,34
SWTH,1996,10,5
SWTH,1997,05,8
SWTH,1997,06,13
SWTH,1997,07,38
SWTH,1997,08,20
SWTH,1997,09,16
SWTH,1997,10,6
SWTH,1998,05,30
SWTH,1998,06,43
SWTH,1998,07,88
SWTH,1998,08,13
SWTH,1998,09,30
SWTH,1998,10,6
SWTH,1998,11,1
SWTH,1999,04,2
SWTH,1999,05,30
SWTH,1999,06,16
SWTH,1999,07,31
SWTH,1999,08,64
SWTH,1999,09,22
SWTH,1999,10,3
SWTH,2000,04,1
SWTH,2000,05,33
SWTH,2000,06,50
SWTH,2000,07,89
SWTH,2000,08,10
SWTH,2000,09,15
SWTH,2000,10,1
SWTH,2001,04,1
SWTH,2001,05,25
SWTH,2001,06,40
SWTH,2001,07,45
SWTH,2001,08,21
SWTH,2001,09,14
SWTH,2002,04,4
SWTH,2002,05,26
SWTH,2002,06,52
SWTH,2002,07,69
SWTH,2002,08,17
SWTH,2002,09,18
SWTH,2002,10,3
SWTH,2003,04,1
SWTH,2003,05,33
SWTH,2003,06,52
SWTH,2003,07,32
SWTH,2003,08,13
SWTH,2003,09,20
SWTH,2003,10,1
SWTH,2004,04,1
SWTH,2004,05,24
SWTH,2004,06,46
SWTH,2004,07,61
SWTH,2004,08,20
SWTH,2004,09,17
SWTH,2004,10,1
SWTH,2005,04,1
SWTH,2005,05,36
SWTH,2005,06,56
SWTH,2005,07,24
SWTH,2005,08,6
SWTH,2005,09,17
SWTH,2005,10,3
SWTH,2005,11,1
SWTH,2006,04,1
SWTH,2006,05,19
SWTH,2006,06,36
SWTH,2006,07,50
SWTH,2006,08,19
SWTH,2006,09,17
SWTH,2006,10,3
SWTH,2007,04,1
SWTH,2007,05,28
SWTH,2007,06,40
SWTH,2007,07,94
SWTH,2007,08,53
SWTH,2007,09,14
SWTH,2007,10,1
SWTH,2008,05,38
SWTH,2008,06,42
SWTH,2008,07,36
SWTH,2008,08,12
SWTH,2008,09,14
SWTH,2009,04,1
SWTH,2009,05,28
SWTH,2009,06,41
SWTH,2009,07,53
SWTH,2009,08,16
SWTH,2009,09,7
SWTH,2009,10,1
SWTH,2010,04,4
SWTH,2010,05,22
SWTH,2010,06,24
SWTH,2010,07,64
SWTH,2010,08,7
SWTH,2010,09,9
SWTH,2010,10,1
SWTH,2010,11,1
SWTH,2011,05,13
SWTH,2011,06,10
SWTH,2011,07,46
SWTH,2011,08,14
SWTH,2011,09,13
SWTH,2011,10,4
SWTH,2012,05,41
SWTH,2012,06,39
SWTH,2012,07,88
SWTH,2012,08,15
SWTH,2012,09,7
SWTH,2012,11,1
SWTH,2013,04,2
SWTH,2013,05,13
SWTH,2013,06,60
SWTH,2013,07,78
SWTH,2013,08,20
SWTH,2013,09,12
SWTH,2013,10,3
SWTH,2014,05,35
SWTH,2014,06,83
SWTH,2014,07,60
SWTH,2014,08,12
SWTH,2014,09,11
SWTH,2014,10,1
SWTH,2015,04,1
SWTH,2015,05,12
SWTH,2015,06,19
SWTH,2015,07,29
SWTH,2015,08,10
SWTH,2015,09,21
SWTH,2015,10,5
SWTH,2016,05,33
SWTH,2016,06,38
SWTH,2016,07,20
SWTH,2016,08,11
SWTH,2016,09,5
SWTH,2016,10,1
SWTH,2017,05,13
SWTH,2017,06,20
SWTH,2017,07,34
SWTH,2017,08,18
SWTH,2017,09,12
SWTH,2017,10,1
SWTH,2018,05,17
SWTH,2018,06,20
SWTH,2018,07,69
SWTH,2018,08,22
SWTH,2018,09,12
SWTH,2018,10,4
SWTH,2019,04,6
SWTH,2019,05,55
SWTH,2019,06,49
SWTH,2019,07,100
SWTH,2019,08,33
SWTH,2019,09,22
SWTH,2019,10,9
SWTH,2019,11,1
SWTH,2020,04,1
SWTH,2020,05,23
SWTH,2020,06,33
SWTH,2020,07,168
SWTH,2020,08,13
SWTH,2020,09,29
SWTH,2020,10,3
SWTH,2020,11,1
SWTH,2021,05,45
SWTH,2021,06,33
