SPEC,year,month,n
BUSH,2001,10,5
BUSH,2001,11,21
BUSH,2001,12,6
BUSH,2002,01,10
BUSH,2002,02,5
BUSH,2002,03,4
BUSH,2002,05,4
BUSH,2002,06,7
BUSH,2002,07,32
BUSH,2002,08,2
BUSH,2002,09,3
BUSH,2002,10,3
BUSH,2002,11,5
BUSH,2002,12,5
BUSH,2003,01,7
BUSH,2003,02,3
BUSH,2003,03,1
BUSH,2003,04,4
BUSH,2003,05,5
BUSH,2003,06,6
BUSH,2003,07,11
BUSH,2003,08,2
BUSH,2003,09,11
BUSH,2003,10,2
BUSH,2003,11,5
BUSH,2003,12,2
BUSH,2004,01,3
BUSH,2004,03,1
BUSH,2004,04,1
BUSH,2004,05,6
BUSH,2004,06,4
BUSH,2004,07,5
BUSH,2004,08,9
BUSH,2004,10,9
BUSH,2004,11,2
BUSH,2004,12,2
BUSH,2005,02,3
BUSH,2005,03,3
BUSH,2005,05,5
BUSH,2005,06,11
BUSH,2005,07,2
BUSH,2005,08,3
BUSH,2005,09,1
BUSH,2006,02,1
BUSH,2006,03,1
BUSH,2006,04,1
BUSH,2006,05,6
BUSH,2006,07,5
BUSH,2006,08,8
BUSH,2006,09,3
BUSH,2006,10,1
BUSH,2006,11,1
BUSH,2007,02,2
BUSH,2007,05,2
BUSH,2007,06,5
BUSH,2007,07,9
BUSH,2007,08,6
BUSH,2007,09,4
BUSH,2007,10,5
BUSH,2007,11,1
BUSH,2008,01,1
BUSH,2008,02,3
BUSH,2008,03,3
BUSH,2008,06,15
BUSH,2008,07,9
BUSH,2008,08,6
BUSH,2008,09,6
BUSH,2008,10,2
BUSH,2008,11,8
BUSH,2008,12,5
BUSH,2009,01,1
BUSH,2009,02,1
BUSH,2009,03,3
BUSH,2009,04,2
BUSH,2009,06,7
BUSH,2009,07,13
BUSH,2009,08,7
BUSH,2009,09,3
BUSH,2009,10,5
BUSH,2009,11,1
BUSH,2009,12,17
BUSH,2010,01,4
BUSH,2010,02,1
BUSH,2010,03,1
BUSH,2010,05,1
BUSH,2010,06,11
BUSH,2010,07,9
BUSH,2010,08,5
BUSH,2010,10,2
BUSH,2010,11,1
BUSH,2010,12,1
BUSH,2011,04,1
BUSH,2011,06,11
BUSH,2011,07,4
BUSH,2011,08,3
BUSH,2011,09,1
BUSH,2011,10,1
BUSH,2011,11,4
BUSH,2011,12,3
BUSH,2012,03,1
BUSH,2012,05,3
BUSH,2012,06,3
BUSH,2012,07,12
BUSH,2012,08,3
BUSH,2012,10,3
BUSH,2012,11,3
BUSH,2012,12,4
BUSH,2013,01,5
BUSH,2013,02,3
BUSH,2013,03,1
BUSH,2013,05,4
BUSH,2013,07,5
BUSH,2013,08,1
BUSH,2013,09,1
BUSH,2013,10,1
BUSH,2013,11,4
BUSH,2013,12,5
BUSH,2014,02,2
BUSH,2014,03,1
BUSH,2014,04,1
BUSH,2014,05,4
BUSH,2014,06,14
BUSH,2014,07,17
BUSH,2014,08,2
BUSH,2014,09,9
BUSH,2014,10,2
BUSH,2014,11,5
BUSH,2014,12,4
BUSH,2015,01,1
BUSH,2015,03,3
BUSH,2015,04,1
BUSH,2015,05,1
BUSH,2015,06,1
BUSH,2015,07,1
BUSH,2015,08,1
BUSH,2015,09,5
BUSH,2015,10,7
BUSH,2015,12,2
BUSH,2016,01,4
BUSH,2016,04,2
BUSH,2016,06,2
BUSH,2016,07,1
BUSH,2016,10,3
BUSH,2016,11,1
BUSH,2017,02,1
BUSH,2017,03,1
BUSH,2017,06,3
BUSH,2017,07,6
BUSH,2017,08,4
BUSH,2017,09,5
BUSH,2017,10,11
BUSH,2017,11,3
BUSH,2017,12,1
BUSH,2018,07,17
BUSH,2018,08,9
BUSH,2018,09,4
BUSH,2018,10,1
BUSH,2018,11,1
BUSH,2019,01,5
BUSH,2019,02,4
BUSH,2019,03,5
BUSH,2019,04,3
BUSH,2019,05,1
BUSH,2019,06,4
BUSH,2019,07,10
BUSH,2019,08,8
BUSH,2019,09,10
BUSH,2019,10,6
BUSH,2019,11,8
BUSH,2019,12,7
BUSH,2020,01,6
BUSH,2020,05,1
BUSH,2020,06,8
BUSH,2020,07,8
BUSH,2020,09,8
BUSH,2020,10,26
BUSH,2020,11,9
BUSH,2020,12,5
BUSH,2021,01,5
BUSH,2021,02,2
BUSH,2021,03,3
BUSH,2021,04,1
BUSH,2021,05,6
BUSH,2021,06,6
BUSH,2021,07,15
BUSH,2021,08,10
BUSH,2021,09,13
BUSH,2021,10,5
BUSH,2021,11,3
BUSH,2022,01,2
BUSH,2022,02,2
BUSH,2022,04,1
BUSH,2022,05,3
BUSH,2022,06,3
BUSH,2022,07,1
BUSH,2022,08,3
BUSH,2022,09,2
BUSH,2022,10,3
BUSH,2022,11,4
BUSH,2022,12,1
BUSH,2023,01,1
BUSH,2023,04,1
BUSH,2023,06,2
BUSH,2023,07,1
BUSH,2023,08,2
BUSH,2023,09,7
BUSH,2023,10,2
BUSH,2024,01,2
BUSH,2024,06,3
BUSH,2024,08,5
BUSH,2024,09,1
BUSH,2024,10,6
BUSH,2024,11,2
BUSH,2025,03,2
BUSH,2025,04,2
BUSH,2025,05,1
BUSH,2025,06,9
BUSH,2025,07,8
BUSH,2025,08,2
BUSH,2025,09,2
BUSH,2025,10,1
BUSH,2025,11,3
BUSH,2025,12,1
CAHU,1984,04,2
CAHU,2015,04,1
CALT,1979,05,1
CALT,1979,07,2
CALT,1979,08,1
CALT,1979,11,1
CALT,1980,04,1
CALT,1980,05,1
CALT,1980,06,1
CALT,1980,07,2
CALT,1980,08,3
CALT,1980,09,2
CALT,1980,11,1
CALT,1981,04,1
CALT,1981,05,2
CALT,1981,06,2
CALT,1981,07,2
CALT,1981,09,1
CALT,1982,04,1
CALT,1982,05,2
CALT,1982,06,4
CALT,1982,07,5
CALT,1982,08,5
CALT,1982,09,2
CALT,1982,10,4
CALT,1983,04,1
CALT,1983,05,2
CALT,1983,08,4
CALT,1983,09,5
CALT,1984,06,1
CALT,1985,04,1
CALT,1985,07,1
CALT,1985,08,1
CALT,1986,05,1
CALT,1986,07,2
CALT,1987,07,3
CALT,1987,09,2
CALT,1988,04,1
CALT,1988,05,1
CALT,1988,06,1
CALT,1988,07,1
CALT,1988,08,1
CALT,1988,11,1
CALT,1989,04,1
CALT,1989,07,2
CALT,1989,08,1
CALT,1989,09,4
CALT,1989,10,1
CALT,1989,11,1
CALT,1990,02,1
CALT,1990,04,1
CALT,1990,05,2
CALT,1990,06,2
CALT,1990,07,1
CALT,1990,08,2
CALT,1990,09,1
CALT,1990,12,2
CALT,1991,02,1
CALT,1991,04,2
CALT,1991,05,4
CALT,1991,06,2
CALT,1991,08,1
CALT,1991,09,3
CALT,1991,10,1
CALT,1991,12,1
CALT,1992,06,3
CALT,1992,07,3
CALT,1992,08,2
CALT,1993,01,1
CALT,1993,04,1
CALT,1993,05,4
CALT,1993,07,2
CALT,1993,08,1
CALT,1993,09,2
CALT,1993,10,1
CALT,1993,11,1
CALT,1994,05,1
CALT,1994,06,2
CALT,1994,07,5
CALT,1994,08,3
CALT,1994,09,1
CALT,1995,03,1
CALT,1995,06,3
CALT,1995,07,1
CALT,1995,09,1
CALT,1995,12,1
CALT,1996,05,2
CALT,1996,06,2
CALT,1996,07,1
CALT,1996,08,4
CALT,1996,10,1
CALT,1997,01,1
CALT,1997,05,1
CALT,1997,06,1
CALT,1997,07,2
CALT,1997,08,1
CALT,1997,10,1
CALT,1997,11,1
CALT,1998,04,1
CALT,1998,05,1
CALT,1998,06,2
CALT,1998,07,5
CALT,1998,08,2
CALT,1998,09,1
CALT,1999,04,1
CALT,1999,05,1
CALT,1999,06,4
CALT,1999,07,1
CALT,1999,09,2
CALT,1999,10,1
CALT,2000,04,1
CALT,2000,06,1
CALT,2000,07,1
CALT,2001,05,1
CALT,2002,05,3
CALT,2002,06,1
CALT,2002,07,1
CALT,2002,08,1
CALT,2003,04,3
CALT,2003,06,4
CALT,2004,07,2
CALT,2004,09,1
CALT,2004,11,1
CALT,2005,05,1
CALT,2005,06,2
CALT,2006,06,2
CALT,2006,07,2
CALT,2007,05,1
CALT,2008,05,1
CALT,2008,08,1
CALT,2012,05,1
CALT,2023,05,2
CALT,2023,08,1
CALT,2025,07,1
CAQU,1986,03,1
CAQU,1986,04,2
CAQU,1986,06,2
CAQU,1986,07,2
CAQU,1986,08,2
CAQU,1986,09,4
CAQU,1986,12,5
CAQU,1987,04,1
CAQU,1987,05,5
CAQU,1987,06,5
CAQU,1987,07,5
CAQU,1987,08,1
CAQU,1988,04,1
CAQU,1988,05,2
CAQU,1988,06,3
CAQU,1988,07,1
CAQU,1989,06,2
CAQU,1989,08,1
CAQU,1989,09,1
CAQU,1989,10,1
CAQU,1990,02,1
CAQU,1990,05,2
CAQU,1990,06,1
CAQU,1990,07,1
CAQU,1990,08,1
CAQU,1990,10,1
CAQU,1990,11,2
CAQU,1991,02,1
CAQU,1991,03,1
CAQU,1991,04,2
CAQU,1991,05,1
CAQU,1991,06,5
CAQU,1991,07,1
CAQU,1991,08,3
CAQU,1992,01,1
CAQU,1992,05,2
CAQU,1992,06,2
CAQU,1992,08,2
CAQU,1993,03,1
CAQU,1993,04,2
CAQU,1993,05,4
CAQU,1993,06,1
CAQU,1993,07,1
CAQU,1993,10,1
CAQU,1993,12,1
CAQU,1994,05,2
CAQU,1994,06,2
CAQU,1994,07,5
CAQU,1994,08,3
CAQU,1994,09,1
CAQU,1994,10,1
CAQU,1995,05,3
CAQU,1995,06,2
CAQU,1995,08,6
CAQU,1996,02,1
CAQU,1996,05,4
CAQU,1996,06,1
CAQU,1996,07,5
CAQU,1996,08,1
CAQU,1996,10,4
CAQU,1996,11,2
CAQU,1997,04,2
CAQU,1997,08,1
CAQU,1997,10,1
CAQU,1997,11,4
CAQU,1998,06,1
CAQU,1998,08,3
CAQU,1998,11,1
CAQU,1999,01,1
CAQU,1999,02,1
CAQU,1999,04,2
CAQU,1999,05,1
CAQU,1999,06,1
CAQU,1999,10,1
CAQU,2000,05,3
CAQU,2000,06,1
CAQU,2000,11,3
CAQU,2001,05,1
CAQU,2002,04,1
CAQU,2002,05,1
CAQU,2002,07,2
CAQU,2002,08,1
CAQU,2002,10,1
CAQU,2002,11,2
CAQU,2003,05,5
CAQU,2003,06,5
CAQU,2003,07,1
CAQU,2003,11,2
CAQU,2003,12,1
CAQU,2004,01,1
CAQU,2004,04,2
CAQU,2004,06,1
CAQU,2004,07,7
CAQU,2004,10,4
CAQU,2004,11,2
CAQU,2005,05,4
CAQU,2005,06,4
CAQU,2005,10,3
CAQU,2006,05,2
CAQU,2006,06,1
CAQU,2007,04,1
CAQU,2007,06,2
CAQU,2007,11,2
CAQU,2008,02,4
CAQU,2008,07,5
CAQU,2008,09,3
CAQU,2009,01,4
CAQU,2009,03,1
CAQU,2009,05,1
CAQU,2009,06,1
CAQU,2009,09,5
CAQU,2009,11,7
CAQU,2010,04,2
CAQU,2010,06,1
CAQU,2010,10,2
CAQU,2011,06,2
CAQU,2011,07,1
CAQU,2011,09,1
CAQU,2011,10,1
CAQU,2011,11,1
CAQU,2012,05,1
CAQU,2012,11,1
CAQU,2012,12,1
CAQU,2013,04,1
CAQU,2013,09,1
CAQU,2014,05,1
CAQU,2014,09,4
CAQU,2014,10,1
CAQU,2014,11,2
CAQU,2015,03,1
CAQU,2015,11,1
CAQU,2016,08,1
CAQU,2016,09,1
CAQU,2016,10,3
CAQU,2017,01,1
CAQU,2017,09,8
CAQU,2017,10,1
CAQU,2018,01,1
CAQU,2018,09,3
CAQU,2019,08,4
CAQU,2019,09,1
CAQU,2019,10,2
CAQU,2020,05,2
CAQU,2020,09,3
CAQU,2021,04,1
CAQU,2021,05,1
CAQU,2021,07,3
CAQU,2021,08,1
CAQU,2021,10,3
CAQU,2021,11,1
CAQU,2022,04,1
CAQU,2022,05,2
CAQU,2022,07,2
CAQU,2022,09,2
CAQU,2022,10,1
CAQU,2022,12,1
CAQU,2023,04,1
CAQU,2023,05,1
CAQU,2023,06,3
CAQU,2023,07,8
CAQU,2023,09,4
CAQU,2023,10,5
CAQU,2024,04,1
CAQU,2024,05,1
CAQU,2024,06,1
CAQU,2024,07,5
CAQU,2024,10,1
CAQU,2024,11,1
CAQU,2025,04,1
CAQU,2025,05,4
CAQU,2025,08,1
CAQU,2025,09,5
CAQU,2025,11,4
CASJ,1979,02,1
CASJ,1979,04,1
CASJ,1979,05,1
CASJ,1979,06,1
CASJ,1979,07,3
CASJ,1979,08,8
CASJ,1979,09,1
CASJ,1979,10,4
CASJ,1979,11,3
CASJ,1980,01,1
CASJ,1980,03,1
CASJ,1980,06,1
CASJ,1980,07,3
CASJ,1980,08,3
CASJ,1980,11,1
CASJ,1981,02,1
CASJ,1981,04,2
CASJ,1981,05,1
CASJ,1981,06,4
CASJ,1981,07,1
CASJ,1981,08,2
CASJ,1982,04,1
CASJ,1982,05,2
CASJ,1982,06,3
CASJ,1982,07,2
CASJ,1982,08,3
CASJ,1982,10,2
CASJ,1982,11,1
CASJ,1983,05,1
CASJ,1983,07,2
CASJ,1983,09,1
CASJ,1983,10,4
CASJ,1984,03,1
CASJ,1984,04,1
CASJ,1984,05,1
CASJ,1984,06,1
CASJ,1984,07,2
CASJ,1984,08,1
CASJ,1984,09,1
CASJ,1984,10,1
CASJ,1985,03,1
CASJ,1985,05,1
CASJ,1985,08,1
CASJ,1985,12,2
CASJ,1986,03,1
CASJ,1986,05,1
CASJ,1986,10,1
CASJ,1986,11,1
CASJ,1987,04,2
CASJ,1987,05,2
CASJ,1987,07,4
CASJ,1987,08,1
CASJ,1987,09,3
CASJ,1987,10,2
CASJ,1988,01,1
CASJ,1988,02,1
CASJ,1988,03,1
CASJ,1988,05,5
CASJ,1988,07,1
CASJ,1988,08,1
CASJ,1988,10,3
CASJ,1989,01,1
CASJ,1989,02,1
CASJ,1989,06,6
CASJ,1989,07,3
CASJ,1989,08,3
CASJ,1989,09,5
CASJ,1989,10,4
CASJ,1990,05,2
CASJ,1990,07,4
CASJ,1990,08,3
CASJ,1990,09,3
CASJ,1990,10,2
CASJ,1990,11,2
CASJ,1991,07,3
CASJ,1991,08,1
CASJ,1991,10,1
CASJ,1992,06,2
CASJ,1992,07,1
CASJ,1992,09,1
CASJ,1992,10,1
CASJ,1993,01,1
CASJ,1993,03,1
CASJ,1993,05,2
CASJ,1993,06,3
CASJ,1993,07,4
CASJ,1993,08,1
CASJ,1993,09,3
CASJ,1994,05,1
CASJ,1994,06,3
CASJ,1994,08,1
CASJ,1994,09,2
CASJ,1995,06,2
CASJ,1995,07,2
CASJ,1995,09,1
CASJ,1995,10,1
CASJ,1996,06,1
CASJ,1996,07,1
CASJ,1996,08,1
CASJ,1996,10,1
CASJ,1996,11,1
CASJ,1997,03,1
CASJ,1997,05,1
CASJ,1997,08,1
CASJ,1997,10,1
CASJ,1997,11,1
CASJ,1998,02,2
CASJ,1998,03,1
CASJ,1998,06,3
CASJ,1998,07,2
CASJ,1999,08,1
CASJ,1999,09,1
CASJ,2000,04,2
CASJ,2000,06,1
CASJ,2000,08,1
CASJ,2000,09,1
CASJ,2000,10,2
CASJ,2000,11,4
CASJ,2001,02,1
CASJ,2001,06,2
CASJ,2001,07,2
CASJ,2001,10,2
CASJ,2001,11,1
CASJ,2002,01,1
CASJ,2002,04,1
CASJ,2002,05,1
CASJ,2002,06,1
CASJ,2002,08,1
CASJ,2002,09,1
CASJ,2003,05,2
CASJ,2003,07,5
CASJ,2003,09,2
CASJ,2003,10,1
CASJ,2003,12,1
CASJ,2004,02,1
CASJ,2004,04,1
CASJ,2004,05,2
CASJ,2004,07,1
CASJ,2004,08,1
CASJ,2004,09,1
CASJ,2004,12,3
CASJ,2005,01,1
CASJ,2005,04,1
CASJ,2005,05,1
CASJ,2005,06,3
CASJ,2005,07,2
CASJ,2005,08,2
CASJ,2005,09,2
CASJ,2005,10,1
CASJ,2006,10,1
CASJ,2007,06,1
CASJ,2007,08,1
CASJ,2008,02,1
CASJ,2008,04,1
CASJ,2008,05,1
CASJ,2008,06,2
CASJ,2008,07,1
CASJ,2008,10,2
CASJ,2008,11,1
CASJ,2008,12,1
CASJ,2009,01,1
CASJ,2009,03,1
CASJ,2009,05,1
CASJ,2009,06,2
CASJ,2009,07,2
CASJ,2009,08,1
CASJ,2009,09,1
CASJ,2010,04,1
CASJ,2010,05,2
CASJ,2010,09,1
CASJ,2010,10,1
CASJ,2011,06,1
CASJ,2011,11,2
CASJ,2012,02,1
CASJ,2012,03,1
CASJ,2013,05,2
CASJ,2013,09,1
CASJ,2013,12,1
CASJ,2014,07,1
CASJ,2014,10,1
CASJ,2014,11,1
CASJ,2015,08,4
CASJ,2015,09,3
CASJ,2015,10,2
CASJ,2015,11,2
CASJ,2016,05,1
CASJ,2016,07,2
CASJ,2017,05,1
CASJ,2017,07,5
CASJ,2017,08,2
CASJ,2019,10,1
CASJ,2019,11,3
CASJ,2019,12,1
CASJ,2020,02,1
CASJ,2020,03,1
CASJ,2020,07,1
CASJ,2020,10,3
CASJ,2021,08,1
CASJ,2021,10,2
CASJ,2021,11,2
CASJ,2022,01,1
CASJ,2022,09,1
CASJ,2022,11,1
CASJ,2023,02,1
CASJ,2023,10,1
CASJ,2024,12,1
CASJ,2025,01,1
CASJ,2025,02,3
CASJ,2025,03,1
CASJ,2025,04,3
CASJ,2025,05,2
CAVI,1997,09,1
CAVI,2000,07,1
CAVI,2005,08,1
CAVI,2012,09,1
CAVI,2013,08,1
CAVI,2017,09,1
CAVI,2018,08,3
CAVI,2018,09,1
CAVI,2019,08,1
CAWA,1998,06,1
CAWA,2002,08,1
CAWA,2004,09,1
CAWA,2007,09,1
CAWA,2018,08,1
CBCH,1979,01,5
CBCH,1979,02,13
CBCH,1979,03,11
CBCH,1979,04,6
CBCH,1979,05,8
CBCH,1979,06,27
CBCH,1979,07,21
CBCH,1979,08,9
CBCH,1979,09,21
CBCH,1979,10,17
CBCH,1979,11,5
CBCH,1979,12,1
CBCH,1980,01,8
CBCH,1980,02,7
CBCH,1980,03,15
CBCH,1980,04,8
CBCH,1980,05,24
CBCH,1980,06,39
CBCH,1980,07,34
CBCH,1980,08,24
CBCH,1980,09,37
CBCH,1980,10,24
CBCH,1980,11,6
CBCH,1981,01,5
CBCH,1981,02,5
CBCH,1981,03,15
CBCH,1981,04,24
CBCH,1981,05,8
CBCH,1981,06,63
CBCH,1981,07,35
CBCH,1981,08,19
CBCH,1981,09,32
CBCH,1981,10,18
CBCH,1981,11,5
CBCH,1981,12,5
CBCH,1982,01,6
CBCH,1982,02,5
CBCH,1982,03,6
CBCH,1982,04,9
CBCH,1982,05,6
CBCH,1982,06,32
CBCH,1982,07,23
CBCH,1982,08,13
CBCH,1982,09,11
CBCH,1982,10,3
CBCH,1982,11,3
CBCH,1982,12,3
CBCH,1983,01,4
CBCH,1983,02,6
CBCH,1983,03,2
CBCH,1983,04,11
CBCH,1983,05,9
CBCH,1983,06,36
CBCH,1983,07,23
CBCH,1983,08,22
CBCH,1983,09,52
CBCH,1983,10,16
CBCH,1983,11,12
CBCH,1983,12,10
CBCH,1984,01,7
CBCH,1984,03,12
CBCH,1984,04,4
CBCH,1984,05,4
CBCH,1984,06,22
CBCH,1984,07,22
CBCH,1984,08,20
CBCH,1984,09,9
CBCH,1984,10,4
CBCH,1984,11,2
CBCH,1984,12,3
CBCH,1985,01,3
CBCH,1985,02,8
CBCH,1985,03,12
CBCH,1985,04,5
CBCH,1985,05,11
CBCH,1985,06,18
CBCH,1985,07,19
CBCH,1985,08,18
CBCH,1985,09,16
CBCH,1985,10,17
CBCH,1985,11,4
CBCH,1985,12,3
CBCH,1986,01,5
CBCH,1986,02,4
CBCH,1986,03,18
CBCH,1986,04,12
CBCH,1986,05,8
CBCH,1986,06,13
CBCH,1986,07,13
CBCH,1986,08,19
CBCH,1986,09,16
CBCH,1986,10,17
CBCH,1986,11,5
CBCH,1986,12,4
CBCH,1987,01,6
CBCH,1987,02,3
CBCH,1987,03,5
CBCH,1987,04,3
CBCH,1987,05,4
CBCH,1987,06,37
CBCH,1987,07,21
CBCH,1987,08,19
CBCH,1987,09,16
CBCH,1987,10,2
CBCH,1987,11,3
CBCH,1987,12,2
CBCH,1988,01,7
CBCH,1988,02,11
CBCH,1988,03,6
CBCH,1988,04,11
CBCH,1988,05,4
CBCH,1988,06,34
CBCH,1988,07,20
CBCH,1988,08,10
CBCH,1988,09,19
CBCH,1988,10,1
CBCH,1988,11,4
CBCH,1988,12,8
CBCH,1989,01,5
CBCH,1989,02,4
CBCH,1989,03,8
CBCH,1989,04,4
CBCH,1989,05,22
CBCH,1989,06,36
CBCH,1989,07,23
CBCH,1989,08,22
CBCH,1989,09,37
CBCH,1989,10,31
CBCH,1989,11,12
CBCH,1989,12,8
CBCH,1990,01,15
CBCH,1990,02,14
CBCH,1990,03,17
CBCH,1990,04,3
CBCH,1990,05,8
CBCH,1990,06,26
CBCH,1990,07,26
CBCH,1990,08,18
CBCH,1990,09,31
CBCH,1990,10,11
CBCH,1990,11,6
CBCH,1990,12,4
CBCH,1991,01,8
CBCH,1991,02,4
CBCH,1991,03,7
CBCH,1991,04,6
CBCH,1991,05,9
CBCH,1991,06,7
CBCH,1991,07,31
CBCH,1991,08,35
CBCH,1991,09,19
CBCH,1991,10,27
CBCH,1991,11,3
CBCH,1991,12,2
CBCH,1992,01,8
CBCH,1992,02,3
CBCH,1992,03,5
CBCH,1992,04,3
CBCH,1992,05,1
CBCH,1992,06,27
CBCH,1992,07,31
CBCH,1992,08,24
CBCH,1992,09,31
CBCH,1992,10,21
CBCH,1992,11,3
CBCH,1992,12,2
CBCH,1993,01,10
CBCH,1993,02,8
CBCH,1993,03,4
CBCH,1993,04,2
CBCH,1993,05,3
CBCH,1993,06,18
CBCH,1993,07,18
CBCH,1993,08,2
CBCH,1993,09,5
CBCH,1993,10,4
CBCH,1993,11,2
CBCH,1993,12,3
CBCH,1994,01,2
CBCH,1994,02,4
CBCH,1994,03,1
CBCH,1994,04,1
CBCH,1994,05,3
CBCH,1994,06,26
CBCH,1994,07,20
CBCH,1994,08,10
CBCH,1994,09,10
CBCH,1994,10,17
CBCH,1994,11,5
CBCH,1994,12,3
CBCH,1995,01,2
CBCH,1995,02,6
CBCH,1995,03,10
CBCH,1995,04,8
CBCH,1995,05,3
CBCH,1995,06,4
CBCH,1995,07,17
CBCH,1995,08,5
CBCH,1995,09,4
CBCH,1995,10,4
CBCH,1995,11,1
CBCH,1995,12,2
CBCH,1996,01,4
CBCH,1996,02,1
CBCH,1996,03,1
CBCH,1996,04,2
CBCH,1996,05,4
CBCH,1996,06,10
CBCH,1996,07,13
CBCH,1996,08,1
CBCH,1996,09,11
CBCH,1996,10,3
CBCH,1996,11,6
CBCH,1996,12,3
CBCH,1997,01,7
CBCH,1997,02,6
CBCH,1997,03,7
CBCH,1997,04,4
CBCH,1997,05,8
CBCH,1997,06,15
CBCH,1997,07,35
CBCH,1997,08,3
CBCH,1997,09,2
CBCH,1997,10,3
CBCH,1997,11,1
CBCH,1997,12,6
CBCH,1998,01,1
CBCH,1998,02,3
CBCH,1998,03,9
CBCH,1998,04,11
CBCH,1998,05,7
CBCH,1998,06,14
CBCH,1998,07,26
CBCH,1998,08,12
CBCH,1998,09,3
CBCH,1998,10,10
CBCH,1998,11,10
CBCH,1998,12,5
CBCH,1999,01,7
CBCH,1999,02,5
CBCH,1999,03,5
CBCH,1999,04,7
CBCH,1999,05,8
CBCH,1999,06,9
CBCH,1999,07,17
CBCH,1999,08,19
CBCH,1999,09,12
CBCH,1999,10,9
CBCH,1999,11,6
CBCH,1999,12,1
CBCH,2000,01,1
CBCH,2000,02,5
CBCH,2000,03,3
CBCH,2000,04,3
CBCH,2000,05,8
CBCH,2000,06,26
CBCH,2000,07,49
CBCH,2000,08,21
CBCH,2000,09,5
CBCH,2000,10,1
CBCH,2000,11,5
CBCH,2000,12,2
CBCH,2001,01,5
CBCH,2001,02,2
CBCH,2001,03,10
CBCH,2001,04,9
CBCH,2001,05,8
CBCH,2001,06,23
CBCH,2001,07,58
CBCH,2001,08,21
CBCH,2001,09,9
CBCH,2001,10,7
CBCH,2001,11,13
CBCH,2001,12,14
CBCH,2002,01,26
CBCH,2002,02,15
CBCH,2002,03,9
CBCH,2002,04,2
CBCH,2002,05,15
CBCH,2002,06,10
CBCH,2002,07,37
CBCH,2002,08,5
CBCH,2002,09,2
CBCH,2002,10,2
CBCH,2002,11,1
CBCH,2002,12,6
CBCH,2003,01,4
CBCH,2003,02,12
CBCH,2003,03,8
CBCH,2003,04,5
CBCH,2003,05,13
CBCH,2003,06,11
CBCH,2003,07,20
CBCH,2003,08,18
CBCH,2003,09,10
CBCH,2003,10,6
CBCH,2003,11,8
CBCH,2003,12,13
CBCH,2004,01,12
CBCH,2004,02,16
CBCH,2004,03,1
CBCH,2004,04,3
CBCH,2004,05,8
CBCH,2004,06,18
CBCH,2004,07,38
CBCH,2004,08,4
CBCH,2004,09,6
CBCH,2004,10,2
CBCH,2004,11,2
CBCH,2004,12,2
CBCH,2005,01,8
CBCH,2005,02,4
CBCH,2005,03,11
CBCH,2005,04,7
CBCH,2005,05,4
CBCH,2005,06,17
CBCH,2005,07,19
CBCH,2005,08,13
CBCH,2005,09,13
CBCH,2005,10,7
CBCH,2005,11,4
CBCH,2005,12,8
CBCH,2006,01,13
CBCH,2006,02,2
CBCH,2006,03,4
CBCH,2006,04,5
CBCH,2006,05,8
CBCH,2006,06,1
CBCH,2006,07,13
CBCH,2006,08,8
CBCH,2006,09,3
CBCH,2006,10,2
CBCH,2006,11,3
CBCH,2006,12,2
CBCH,2007,02,6
CBCH,2007,03,4
CBCH,2007,04,1
CBCH,2007,05,1
CBCH,2007,06,8
CBCH,2007,07,40
CBCH,2007,08,6
CBCH,2007,09,6
CBCH,2007,10,2
CBCH,2007,11,4
CBCH,2007,12,4
CBCH,2008,01,1
CBCH,2008,02,5
CBCH,2008,03,7
CBCH,2008,04,7
CBCH,2008,05,14
CBCH,2008,06,17
CBCH,2008,07,29
CBCH,2008,08,24
CBCH,2008,09,8
CBCH,2008,10,12
CBCH,2008,11,12
CBCH,2008,12,4
CBCH,2009,01,3
CBCH,2009,02,1
CBCH,2009,03,9
CBCH,2009,04,7
CBCH,2009,05,35
CBCH,2009,06,11
CBCH,2009,07,17
CBCH,2009,08,15
CBCH,2009,09,7
CBCH,2009,10,3
CBCH,2009,11,1
CBCH,2009,12,1
CBCH,2010,01,4
CBCH,2010,03,11
CBCH,2010,04,17
CBCH,2010,05,9
CBCH,2010,06,8
CBCH,2010,07,21
CBCH,2010,08,17
CBCH,2010,09,8
CBCH,2010,10,11
CBCH,2010,11,13
CBCH,2010,12,1
CBCH,2011,01,5
CBCH,2011,02,1
CBCH,2011,03,3
CBCH,2011,04,3
CBCH,2011,05,5
CBCH,2011,06,7
CBCH,2011,07,10
CBCH,2011,08,6
CBCH,2011,09,6
CBCH,2011,10,3
CBCH,2011,12,8
CBCH,2012,01,5
CBCH,2012,02,1
CBCH,2012,03,5
CBCH,2012,04,7
CBCH,2012,05,5
CBCH,2012,06,6
CBCH,2012,07,22
CBCH,2012,08,10
CBCH,2012,09,4
CBCH,2012,10,4
CBCH,2012,11,4
CBCH,2012,12,5
CBCH,2013,01,13
CBCH,2013,02,1
CBCH,2013,03,2
CBCH,2013,04,5
CBCH,2013,05,7
CBCH,2013,06,23
CBCH,2013,07,36
CBCH,2013,08,11
CBCH,2013,09,6
CBCH,2013,10,4
CBCH,2013,11,5
CBCH,2013,12,19
CBCH,2014,01,5
CBCH,2014,02,3
CBCH,2014,03,8
CBCH,2014,04,9
CBCH,2014,05,32
CBCH,2014,06,45
